,OPTIMIZER,learning_rate,score
1,adamax.Adamax,1e-05,0
2,adamax.Adamax,0.01011090909090909,0
3,adamax.Adamax,0.02021181818181818,0
4,adamax.Adamax,0.030312727272727272,0
5,adamax.Adamax,0.04041363636363637,0
6,adamax.Adamax,0.05051454545454546,0
7,adamax.Adamax,0.06061545454545455,0
8,adamax.Adamax,0.07071636363636363,0
9,adamax.Adamax,0.08081727272727272,0
10,adamax.Adamax,0.09091818181818181,0
11,adamax.Adamax,0.1010190909090909,0
12,adamax.Adamax,0.11112,0
13,adamax.Adamax,0.12122090909090909,0
14,adamax.Adamax,0.1313218181818182,0
15,adamax.Adamax,0.14142272727272728,0
16,adamax.Adamax,0.15152363636363636,0
17,adamax.Adamax,0.16162454545454547,0
18,adamax.Adamax,0.17172545454545457,0
19,adamax.Adamax,0.18182636363636365,0
20,adamax.Adamax,0.19192727272727272,0
21,adamax.Adamax,0.20202818181818183,0
22,adamax.Adamax,0.21212909090909093,0
23,adamax.Adamax,0.22223,0
24,adamax.Adamax,0.2323309090909091,0
25,adamax.Adamax,0.2424318181818182,0
26,adamax.Adamax,0.2525327272727273,0
27,adamax.Adamax,0.2626336363636364,0
28,adamax.Adamax,0.27273454545454545,0
29,adamax.Adamax,0.28283545454545456,0
30,adamax.Adamax,0.29293636363636366,0
31,adamax.Adamax,0.3030372727272727,0
32,adamax.Adamax,0.3131381818181818,0
33,adamax.Adamax,0.3232390909090909,0
34,adamax.Adamax,0.33334,0
35,adamax.Adamax,0.34344090909090913,0
36,adamax.Adamax,0.3535418181818182,0
37,adamax.Adamax,0.3636427272727273,0
38,adamax.Adamax,0.3737436363636364,0
39,adamax.Adamax,0.38384454545454544,0
40,adamax.Adamax,0.39394545454545454,0
41,adamax.Adamax,0.40404636363636365,0
42,adamax.Adamax,0.41414727272727275,0
43,adamax.Adamax,0.42424818181818186,0
44,adamax.Adamax,0.4343490909090909,0
45,adamax.Adamax,0.44445,0
46,adamax.Adamax,0.4545509090909091,0
47,adamax.Adamax,0.46465181818181817,0
48,adamax.Adamax,0.47475272727272727,0
49,adamax.Adamax,0.4848536363636364,0
50,adamax.Adamax,0.4949545454545455,0
51,adamax.Adamax,0.5050554545454545,0
52,adamax.Adamax,0.5151563636363636,0
53,adamax.Adamax,0.5252572727272727,0
54,adamax.Adamax,0.5353581818181817,0
55,adamax.Adamax,0.5454590909090908,0
56,adamax.Adamax,0.5555599999999999,0
57,adamax.Adamax,0.565660909090909,0
58,adamax.Adamax,0.5757618181818182,0
59,adamax.Adamax,0.5858627272727273,0
60,adamax.Adamax,0.5959636363636364,0
61,adamax.Adamax,0.6060645454545454,0
62,adamax.Adamax,0.6161654545454545,0
63,adamax.Adamax,0.6262663636363636,0
64,adamax.Adamax,0.6363672727272727,0
65,adamax.Adamax,0.6464681818181818,0
66,adamax.Adamax,0.6565690909090909,0
67,adamax.Adamax,0.66667,0
68,adamax.Adamax,0.6767709090909091,0
69,adamax.Adamax,0.6868718181818182,0
70,adamax.Adamax,0.6969727272727272,0
71,adamax.Adamax,0.7070736363636363,0
72,adamax.Adamax,0.7171745454545454,0
73,adamax.Adamax,0.7272754545454545,0
74,adamax.Adamax,0.7373763636363636,0
75,adamax.Adamax,0.7474772727272727,0
76,adamax.Adamax,0.7575781818181818,0
77,adamax.Adamax,0.7676790909090908,0
78,adamax.Adamax,0.7777799999999999,0
79,adamax.Adamax,0.787880909090909,0
80,adamax.Adamax,0.7979818181818181,0
81,adamax.Adamax,0.8080827272727272,0
82,adamax.Adamax,0.8181836363636363,0
83,adamax.Adamax,0.8282845454545454,0
84,adamax.Adamax,0.8383854545454545,0
85,adamax.Adamax,0.8484863636363636,0
86,adamax.Adamax,0.8585872727272726,0
87,adamax.Adamax,0.8686881818181817,0
88,adamax.Adamax,0.8787890909090909,0
89,adamax.Adamax,0.88889,0
90,adamax.Adamax,0.8989909090909091,0
91,adamax.Adamax,0.9090918181818182,0
92,adamax.Adamax,0.9191927272727273,0
93,adamax.Adamax,0.9292936363636363,0
94,adamax.Adamax,0.9393945454545454,0
95,adamax.Adamax,0.9494954545454545,0
96,adamax.Adamax,0.9595963636363636,0
97,adamax.Adamax,0.9696972727272727,0
98,adamax.Adamax,0.9797981818181818,0
99,adamax.Adamax,0.9898990909090909,0
100,adamax.Adamax,1.0,0
101,elta.Adadelta,1e-05,0
102,elta.Adadelta,0.01011090909090909,0
103,elta.Adadelta,0.02021181818181818,0
104,elta.Adadelta,0.030312727272727272,0
105,elta.Adadelta,0.04041363636363637,0
106,elta.Adadelta,0.05051454545454546,0
107,elta.Adadelta,0.06061545454545455,0
108,elta.Adadelta,0.07071636363636363,0
109,elta.Adadelta,0.08081727272727272,0
110,elta.Adadelta,0.09091818181818181,0
111,elta.Adadelta,0.1010190909090909,0
112,elta.Adadelta,0.11112,0
113,elta.Adadelta,0.12122090909090909,0
114,elta.Adadelta,0.1313218181818182,0
115,elta.Adadelta,0.14142272727272728,0
116,elta.Adadelta,0.15152363636363636,0
117,elta.Adadelta,0.16162454545454547,0
118,elta.Adadelta,0.17172545454545457,0
119,elta.Adadelta,0.18182636363636365,0
120,elta.Adadelta,0.19192727272727272,0
121,elta.Adadelta,0.20202818181818183,0
